,label,review_clean
597,positive,i m not disappointed with apple s product
598,negative,youtube is showing more ads the more days pass it s annoying 
599,neutral,the indomie and the bowl were all over the place to the point the contents got separated from the container 
600,negative,we came to this cafe to have some serabi the serabi was too thick in the middle for us there were so many toppings for the serabi that we didn t know what to pick turns out the price was way higher than the store in setiabudi what a letdown 
601,positive,steak s cheap fit for those with small budget but wantt a low cost fulfilling meal other than steak there are also other tasty ine nsive chows atmosphere s pretty crowded usually filled with many families or schoolkids 
602,neutral,the meeting between bank bri bpbat sungai gelam jambi and pokdakan representatives is held in pudak village to discuss the method of channeling csr funds from bank bri
603,positive,this place is very interesting the view s good there s a play arena outside for the whole family highly recommended for families with children halal food with a varied menu 
604,negative,checking in this hotel was so dang complicated waiting for room cleaning took forever really disappointing this was the first time i went there too not off to a great first impression
605,neutral,since the oktrip card right now is from the bni bank topping up can be done with partners who work together with bni 
606,negative,overall it s alright yeah the employees are also hospitable and kind and the scenery is wonderful but the food is way too costly in fact it is hella e nsive gotta have a thick wallet 
607,positive,dining with your family is more fun with all the facilities available location s good food s quite delicious with a variety of choices and the scenery mood are just the cherries on top 
608,positive,we chose nasi goreng mafia in setiabudi street because we wanted a quick bite plus the fact that it was one of the must try culinary places in bandung i ordered my favorite fried rice here the nasi goreng bandit with the spiciness at levelthe food came out pretty quickly but unfortunately my rice was too hard overshadowing all the spices 
609,positive,this is the most delicious stengkel soup in aceh tamiang
610,neutral,dear admin pleeeeeeeeease reply to my direct message
611,positive,the main view from this grandia sku lounge really relayou from stress in fact travellers often look for this area first before resting in their rooms 
612,positive,we visited this place because the location was near the place we were staying in we ordered nasi bakar and pasta the nasi bakar was great lots of options and not spicy appropriate for children the pasta only had one type but it tasted wonderful too the price wasn t too e nsive food underthousand were definitely affordable this place also had free wifi 
613,positive,to get a beautiful view with colourful lights it s best to visit at night this is due to the pasupati bridge which is the city s symbol in the background 
614,negative,i came to this sapulidi resto because of an internet recommendation that i read saying that the scenery would be very beautiful and the eateries in the ricefields made me interested to come to the place however when i arrived everything i had thought changed for the worse starting from the parking spot that can be said was available the broken access to the road and the smallness of the access point 
615,neutral,because i was hungry i ordered indomie
616,positive,the goat satay and goat gulay is delicious the service is also very quick the place is pretty clean 
617,positive,the gourami soup is delicious the service is quick and kind the restaurant s clean since the rice portion is scarce you ll be asking for seconds if you re a big eater 
618,positive,the retaurant has a waterfall view the dining place is a bungalow there s a lot of them from bottom all the way to the top the higher you go the more you ll see the waterfall view 
619,positive,the server is so friendly makes me always wanna come back i just so happen to stay here a lot the hotel is clean and the view from the room is great
620,positive,dinner with our whole family for my husband s birthday became very memorable thanks to the charming ambiene of the hotel very hospitable service by mr tian no need to wait long for the ordered food and drinks 
621,negative,keep goading mister just rip apart the unity and oneness of indonesia with your rhetorics 
622,positive,located in the hillsides the venue is vast enjoyable and comfortable has a scenic view that s a sight for the eyes such as mountains orchards and the city of bandung viewed from the top the staffs are skilled and kind the menu is dominated by steaks but there are also fried rice gourami etc this restaurant is highly recommended if you re visiting bandung 
623,neutral,bca is holding a birthday event and inviting all of their employees to attend it
624,negative,i ve tried cendana bistro when it first opened not really for me the food was mediocre nothing special
625,negative,the minimum transaction for november that s supposed to be refunded in december has not been received in my account yet yo
626,positive,after our crazy shopping spree we decided to eat at a tent stall on the side of the road on our way back to our hotel we went through a small road to avoid traffic and found this warteg when we entered it was absolutely packed we needed to get in a line for a while we ordered uduk rice honey roasted chicken entrails and fried slaw they were great the honey roasted chicken was especially addicting 
627,negative,the news is horrible and not at all educational it s all agendas and lip services
628,negative,seller s response is slow takes forever to resolve problems the item hasn t been refunded to this day 
629,neutral,don t miss our direct discount for up to rpmillion 
630,neutral,our company as well asbanks has signed the contracts to fund the jabodetabek l 
631,neutral,i just knew about this place from a friend when we came here it wasn t that crowded yet so we chose to sit on the second floor while enjoying the outside view there was a music performance that night i did t really know whether the performance was a daily thing or not 
632,neutral,i d like to buytickets for persebaya vs arema showdown tomorrow
633,negative,the food is good enough but the table layout needs work it looks too crowded so it s uncomfortable pretty pricy for such low quality 
634,positive,i love spending a long time here because the vibe is nice the lighting s spot on and there are indoor and outdoor spots to choose from the food s also pretty good
635,negative,everything mr rocky said was baseless it s a wonder how he s even a professor at all 
636,positive,this restaurant has the perfect location in the hillsides with cool breeze and refreshing green views of course the main draw is the delicious nusantara traditional cuisine in short here we can get a recreation for our taste buds eyes and soul all at the same time 
637,positive,even my wife who isn t much of a ramen fan said that it was delicious and savory for once she even ordered some for herself after tasting mine 
638,positive,the place is comfy taste is delish price is okay too the goat doesn t smell highly recommended for goat culinary lovers 
639,positive,one of the best seafood restaurants in this city better come here on free saturdays while the fresh crab s just in competitive price not too cheap but not that pricey either 
640,positive,to find an authentic batagor you need not look to remote areas far away just drive straight to the street on djunjunan and we may enjoy the tasty original batagor with a comfortable place their batagor s flavour is really mouthwatering since it s served with the crisps and smothered in fresh peanut sauce 
641,negative,citrarasa is mediocre nothing special you have to wait a long time for the food the waiters are also not very friendly
642,neutral,a special birthday cake made from a plate of egg plus mozzarella just for you
643,negative,wanna go ham on indosat why does the signal keep disappearing ugh
644,positive,you should try this diner with traditional aka old school concept a try aside from its great taste this place also has plenty of unique traits such as the usage of enamel plates and drinking glasses from the old times the menu has a lot of variety and every single one is delicious 
645,positive,kfc palembang square is often times a lifesafer when i m starving in a hotel room near their location everyone loves kfc after all so the kfc in this location encourages you to order as soon as you feel hungry when staying in your room 
646,neutral,many kinds of fresh drinks are available here ranging from fruit juices to different types of tea 
647,positive,on marchthsome time ago i took our kids here for lunch i ordered crispy shrimps and sayur asem absolutely delicious and the best part here was the sambal so spicy and yet so addicting the blackberry juice was also great 
648,negative,if you were gonna run a restaurant make sure it s fancy and tidy not mossy and mouldy like this the waiters were also bad i can t believe they spilled some drink on me worst part was the drink had honey in it and i m allergic to honey 
649,neutral,i just replaced my broken card but there s still no signal
650,neutral,avoiding drugs in one of the ways to improve our youth s quality 
651,positive, in the food department 
652,neutral,using a duplicate key the bri bank in the city center was robbed by thieves and one million rupiah was stolen 
653,positive,at night aroundp m i was invited by my client to this eatery overall it seems there s a lot of fried stuff like chicken belly entrails gizzard but for me the taste is nothing special and the oil in them might be too much there s a lot of variations though 
654,neutral,hi angga you need to pay for the rescheduled ticket first before you can issue it 
655,neutral,my older brother sold an iphoneto buy a ps 
656,negative,i went throgh ahour trip from bogor just to eat that o il soup but i had been waiting fromand they weren t open yet in the end i decided to come atordered the o il soup but it was not available because last night was so hectic so the chef was still e usted wow what kind of e se was that so different from when i was here a year ago huh the place was also filthy like no one actually cared to run the business 
657,neutral,checking the mandiri verified by visa vbv service cannot be done through mandiri callservice but it can be done through email and bank mandiri s branch offices
658,positive,you gotta try hanging out or dining in theth the scenery looks amazing and the main appeal of this place is its glass floor even though the price is rather high because it s in trans hotel the rela g atmosphere really makes up for it 
659,positive,one of the malls with a pretty unique concept lots of restaurants to choose from so it s perfect for spending time with friends 
660,positive,the location s near the main road making it easy for us to reach it if you don t have your own ride you can use public transport to get here the menu here is absolutely massive and there s a lot of new stuff that i haven t even seen before coming here it also tastes divine even with a standard cost the place is really comfy 
661,negative,this place is not fit for families who bring along toddlers the streets are so steep for the photo booth outside it can only be filled with maxpeople but still so many are forcing themselves to get on it to take photos on 
662,positive,this place is one of my favorites to view bogor at night with its cosy ambience accompanied with their food and drinks complete with hospitable service the absolutely stunning city lights are visible from here recommended place to spend time with your partner family or friends 
663,negative,disappointed with the ticket refund processdays and they still haven t transfered it the counter won t accept my requests
664,positive,the choices of food and beverages are plentiful and the venue is big separated into several parts and concepts for the price it s just right for my pocket 
665,positive,an old school style restaurant there are cakes as well as ice cream on display the vibe is nice distinctly homely menu fit for groups or families the food tastes pretty good the nasi ulam is delicious the nasi tutug oncom is also tasty they serve european asian and nusantara cuisine here you can take your pick the kids love eating ice cream here 
666,positive,one of the most famous batagor in bandung it s tasty ten thousand rupiah for one piece buying three pieces for me is filling enough because its size is quite big 
667,neutral,i used to believe that citra body lotion made my body grows more hair
668,negative,it s always congested everywhere when it s holiday season 
669,neutral,please inform us of the chronological details as well as your initial and current phone credits by mentioning our team we will then check the transactional history of the credits 
670,positive,the outdoor dining area is great the ribs are okay tastes delicious the orange juice with strawberry is good price is okay too
671,negative,for those who want a resto with a romantic feel you ve come to the right place and if you re low on cash just order the lighter stuff don t be fooled by the pics in the menu if you don t wanna regret it the suki menu was okay but it might not be worth your time getting stuck in traffic just for that i think the ones in the city are a lot better the night view of jogja was great though 
672,positive,the taste is just about the same as the other seafood restos safe clean and the service is quick
673,negative,the quick count results are announced to be different from the survey results really makes me wonder 
674,positive,first time coming here was to celebrate my younger sibling s graduation the place was whew so awesome the design was also unique cool comfy homey and fit really well for a dinner with family partner siblings and friends also the lanscape was wonderful the dishes were delightful too the price was well worth the services did not regret coming here super highly recommended 
675,neutral,everyone has different levels of reading comprehension some only read once and immediately understand others need to read over and over before finally getting it
676,negative,whoa i am appalled at the services of the security unit of btpn bromo malang seriously the discrimination is off the charts if we just want information on their products we d be belittled tendency to kick out very displeased 
677,positive,bandung is famous for its high quality local tofu production and one of the best can be found in warung telaga they have their own factory on sudirman street but have since e nded their business into culinary there s a lot of tofu menus available highly recommended for culinary lovers
678,neutral,please refund the fees i sent last month 
679,positive,one of my favorite meny is the mcflurry with various flavours other than the package menu with two chickens for me mcd s chickens have their own distinct tastes and their breasts have soft te res with crisp spices 
680,negative,i feel annoyed when looking at someone s parked car blocking the public road 
681,positive,the satays are massive the sauce is served separately with chopped onions and steamed cayenne pepper the portions of lontong and rice are also just right what i m saying is i love it 
682,neutral,when you really look at them sandiaga uno and nadiem makarim kinda look alike 
683,negative,good morning wow heavily let down indihome s internet really cannot connect again i have paid e nsively don t disappoint us as customers 
684,negative,driver did not come to the destination but the aplicatiion marked as if i had ridden and my gopay was already deducted i give up on using gojek 
685,negative,i don t think the food here is that good maybe because i m minangese but i m not really a fan of the sweet javanese food hehe
686,neutral,tabro i wanna get my efin number i ve activated it but i forgot my djponline account s password 
687,negative,during wet season like this i always get restless when it s raining i fear it might flood 
688,neutral,sate kambing h ihsan is pretty popular in tegal if you can t come to the main location you can also find sate kambing h ihsan in many restaurants in tegal city 
689,positive,out of all the sundanese restaurants in bandung i personally think ciganea is one of my favorites i like it here because their chicken is unique fried but not too dryly the sambal s taste is no slouch either other menus are also wonderful the place feels like home not too big but just enough and it s clean too 
690,neutral,this hotel has been around sinceyears ago before i was even born it was the first accomodation in this city nowadays there are lots of other hotels around here 
691,positive,food here s the same as other kfcs fried chicken s crispy crunchy and tasty 
692,negative,how can i not be mad if indosat keeps giving me false hopes like this my credits keep getting drained completely 
693,negative,the services of batik air s business class in halim are disappointing the glasses are dirty smelly there is no tv with the e se of the plane being new and the pick up upon landing is removed 
694,neutral,use laurier double before bed when you re in your period to avoid leaking out 
695,positive,the resto might be very modest but the taste is anyting but the peanut sauce composition is perfect and the portion isn t too big this place is always packed with customers
696,positive,location and architecture are top tier but the food is nothing too special decent place to kill time with friends
697,negative,the food was alright and the atmosphere had nothing special going for it so one visit is enough
698,negative,gee the ones who banned gbk for concerts sure are bigheaded huh who do y all think s gonna take care of those field grass without that concert cash not to mention the damaged bleachers due to the football supporters damn 
699,negative,this is insane overminutes just for a mix platter asked the servers about it but they all ran away unresponsive took forever 
700,positive,if you re tired of the same old bandung souvenirs roti bakar tunggal might be something you can take home i often buy their yummy marie toast as well as their cheese or chocolate toasted bread i usually buy some from the roti bakar tunggal counter in paskal hyper square they re a bit pricey but it tastes almost as good as the other souvenir food so you can t really say it s all that e nsive and in the end it tastes great 
701,negative,went with my family for dinner high price for mediocre flavours
702,neutral,good afternoon the administration fee for a simpedes account is rpper month thank you era
703,positive,comfortable and great place usually used for pre wedding photos 
704,positive,amazing services the place is great very satisfying to see the beautiful city night view and for the food it s the best they re so good you won t regret coming here 
705,neutral,arif just bought the newest bilabong jacket
706,positive,the restaurant that has been here for a long time to the point of becoming a legend might have opened a few more branches not only preserving the decade long flavour consistency the resto also retains its building s authenticity even after being restored including the hard to deal with parking lot lately there has been some change though in that the head chef lady is nowhere to be seen anymore 
707,negative,it s no use giving help to the victims of natural disasters if you just wanna look good worse yet for publication i m sorry i m fed up with that crap
708,negative,the taste is so so but it s so e nsive the place is also ordinary located way too far from the city centre too
709,negative,to get to this place you gotta travel far from the city centre and go through heavy traffic and when you do arrive there s really nothing special that can make up for the long road the menu was mediocre
710,positive,the bread is delicious there are many variety of bread and snacks the price is standard my favorite is the white bread i like it 
711,negative,who does he think he is he s an ex convict so why is he all over the news 
712,positive,wanna eat while enjoying parisian atmosphere no need to travel far to france look no further than paris van java aka bandung braga permai is highly recommended if you wanna grab a bite and relax food s great price s reasonable and the vibe is just so comfy especially the outdoor tables enjoy your meal with the old school bandung mood 
713,negative,yogyakarta has many hotels on the side of their streets unfortunately the price is way too e nsive even for astar and the service isn t up to par 
714,positive,the bakmi s e llent the peppered meat is also super tasty it tastes a little bit spicy ish but sooo delicious just eating one won t be enough trust me 
715,neutral,please fix the bni mobile application because i was unable to activate my account 
716,negative,averse to using power banks since my samsung handphone s battery leaked after using such a thing 
717,negative,the ucbottle is so darn difficult to open makes my hands hurt 
718,positive,looking for a nostalgic mood in jogja and this place fits the bill the food menu is dominated by dutch inspired dishes my favorite is the sirloin steak this restaurant also has a bakery with vintage style bread options 
719,neutral,the head of the house of representative appreciates the peaceful procession of the simultaneous regional election
720,negative,you can t even pay your own employees right and you wanna manage a state owned enterprise get real fool 
721,neutral,there s a lot of cellphone brands to choose from in indonesia if you don t like the way xiaomi runs their business just pick another brand just relax
722,negative,ever eaten on the poolside of hilton hotel not recommended at all in terms of taste and price lack of flavour in the dishes i broughtpeople all were upset 
723,positive,the place is unique while eating we re also pampered with the fully unique place lots of wooden objects and gallery also no need to worry about children there s also children s toys so we can eat more comfortably 
724,positive,if you come here make sure to order the sambal roa cassava the fried cassava combined with sambal roa tastes amazing the other ones are great too but for me and the fam our favorite is of course cassavas coupled with a good coffee 
725,negative,his phone had an error when he first turned it on
726,neutral,having enough sleep every day can prevent your body from being e usted and instead energizes you when waking up in the morning
727,positive,this restaurant is wonderfully romantic with a breathtaking view especially at night 
728,neutral,good afternoon ma am regarding mandiri bank s banking products how may we help you yogi
729,positive,the vibe in this place was truly amazing one time we came here at dusk and we got a spot facing the waterfall splashing sounds of the waterfall and the rural mood of the villages added to the pleasant mood for our dinner that time food was served traditionally and they gave our taste buds an interesting flavour 
730,negative,the price is way too high even though the food is just your typical indonesian food you could enjoy similar dishes in other places for way less even the darn fried rice costs an arm and a leg so frustrating 
731,neutral,in my aforementioned blocked mycare account i have added my new imnumber 
732,neutral,thecandidates who passed will be divided intoclasses withstudents in each of them 
733,negative,what is this high price minimal service 
734,neutral,i met him in the dorm we lived in during our university days 
735,negative,come on where s my confirmation i ve paid for it and sent the payment slip already but my e ticket won t come out i m disappointed don t leave me hanging like this 
736,negative,watching indonesian films on tv really annoys me sometimes they make it look like indonesia has no problems because everyone is travelling abroad all the time 
737,negative,you ungrateful brat martial arts are not for showing off it s to protect oneself you dared to hit your teacher what s stopping you from hitting your parents you devil a life for a life you owe me one life and you will pay for it with yours 
738,positive,when in mangkok ayam buying kwetiaw siram is a must at first glance it might not look like much but when you start eating it whew that s a lot of portion for me the kwetiaw siram is still the champion here compared to other places honestly the sambal also suits my palate 
739,neutral,our young national athletes are taking part in serpong runfor a test run 
740,negative,hear it and spread it oh my ailing country that when officers are accursed what s right becomes wrong and what s wrong becomes right 
741,positive,the harapan jaya bus is far more comfortable than the others 
742,negative,just leave her it you think you re bored with your girlfriend and being in a relationship doesn t mean anything to you
743,negative,you still believe what he says he buries his own depravity deep inside but in the end he can t keep his shame hidden forever
744,positive,this cafe has a lot of amazing snacks like what they call tahu di lumboenk and vulkano risols the unique sensation of its presentation and taste will surely make you want them again and again if you re curious definitely try some 
745,neutral,inkpk was determined to solve the e ktp and bibi cases 
746,negative,only flights in indonesia never appreciate time have paid a large amount but the services are not up to snuff 
747,neutral,for a weekend banking service in bekasi you may visit the mandiri bank s bekasi juanda branch sir 
748,negative,so sad seeing the sea being turned into a filthy garbage dump
749,positive,one of the restaurants and hanging spots recommended by my friend which was very good the location was kinda far from the city and it s somewhat inside the alleyway even it s not visible from the main road but the food was amazing the place was fun and the price was standard it was worth every penny would love to come again when visiting malang next time 
750,neutral,on the spot is airing now on trans 
751,positive,truly a tasty and addicting fried chicken the spicy sambal makes the dining sensation even better when accompanied with warm rice and iced sweet tea 
752,negative,i have registered but haven t received any messages from
753,positive,since we re travelling in bandung we might as well try the best batagor place in this flower town we ended up ordering more than we could stomach without even realizing it fried bakso and tofu fried siomay and batagor soup crispy chicken and iced cendol and in the end we had to take home the yun yin tofu we ordered 
754,positive,tried ordering shabu shabu the new menu in gading resto the taste was pretty good affordable too recommended if you wanna invite guests or just have a family dinner
755,neutral,okay i ve sent it via dm
756,neutral,the commotion that happened by the end of the debate between both of west java election candidates on maythcaused disagreement from the debate contestants 
757,neutral,this morning i forgot to take off the borrowed gojek driver s helmet after getting off the bike because i was chasing the bus 
758,positive,this restaurant is always tops the mood s very comfy to chat with friends relatives or lovers food tastes good too although i don t usually eat much since i like to come here during dusk the most 
759,positive,we ordered shrimps beef claypot and everything was tasty cooked to perfection hit the spot and high quality the place was big and the service was a okay everyone was kind and nice to the kids 
760,negative,sick of the long lines sick of looking for seats sick of sitting down if you don t have much time and just starving don t bother coming here i came here during lebaran holiday and the shops around here were pretty pricy while having mediocre food 
761,positive,this resto has a cosy atmosphere with a traditional village style best visited in the afternoon up till nighttime when the atmosphere is more romantic thanks to the dim light from torches and bonfires the food served here varies from indonesian food to european food they have it all perfect for spending time with friends or family 
762,positive, the taste was rather delicious 
763,negative,my bills shot up twofold all cause the promo ran out without giving any notification this ain t right 
764,neutral,need price list info for the clothes on sale
765,negative,i ve come to hate jne even more because of their slow deliveries 
766,positive,unlike most other restaurants and cafes the concept of this place is unique lots of lamps paintings and semi antiques food and drinks were pretty good but the surprising part was when i looked at the menu the price was wowww just right for my pocket and of course the low price didn t make it taste any different it was still appetizing and high quality 
767,positive,it s located in the hotel s first floor which is also the highest floor giving you a breathtaking view of the green hills fresh clean comfy e aordinary 
768,positive,before my spouse and i went home to jakarta we stopped by this restaurant the scenery was cool and the food was very affordable highly recommended
769,negative,i m fed up with everything so bored of doing the same routine over and over again 
770,negative,shame that the box is quite damaged
771,negative,we tried eating here and we were immediately given a negligent server who made us wait forever likemarcell songs it took so long that we decided not to order they could have the tastiest food for all i care but nothing could salvage that lousy service 
772,positive,the rawon rice is really delicious affordable too near parahyangan university unique venue with the woords and stuff 
773,positive,ordered soto with grilled ribs coupled with the cold atmosphere the taste was delish and served kindly by mbak diah tisna and echa i ve come here twice and i m always satisfied with the food quality and services 
774,positive,youtube has a lot of functions you can use it to watch movies listen to songs and sometimes to study 
775,negative,rain in the morning really grinds my gears traffic and cost of online ta ike become super uncontrollable making me sick 
776,positive,the food is quite delicious when it s cold and there are lots of variations ranging from restoran burangrang saung purbasari and the food court area 
777,negative,please find this person s address i ll challenge them to a duel with samurai swords like a real man they ve insulted my mom whom i love and respect the most 
778,positive,the coffee shop near ui campus the vietnamese coffee is delicious the price is relatively modest good place for contemplating while doing your thesis 
779,positive,the food is great and the view is amazing it s just that the entrance to the lawangwangi itself doesn t stand out so not a lot of people would notice it was there aside from passerbies 
780,positive,i started my business and never feared failure
781,positive,a doraemon themed restaurant the menu is affordable and decently varied the place isn t too big but cozy enough the second floor is designed just like nobita s bedroom complete with the iconic time machine in his desk drawer and the anywhere door there s a lot of doraemon plushies and comics that are free to read while waiting for the food not only that you can watch the doraemon films while enjoying your food my child loves the food cont 
782,positive,i went to kafe dipakar with my family the scenery is truly breathtaking the meals are also delicious to just relax and enjoy the food while admiring the views of dipakar is incredibly pleasing we went there on sunday and it was really crowded however we didn t wait for too long and got ourselves a table immediately you didn t have to wait for the food either as it would arrive shortly after you order it this place is also great if you wanna take pics 
783,positive,there is no mistake that this modern cafe is one of the favourites for depok citizens to go to for dining or gathering seriously it s cuz the place is that comfy 
784,negative,just upset with the babbling attitude of the other group 
785,positive,i like eating here because the chicken menu is tasty and soft the sambal also hits the spot and the resto has such a comfortable vibe even better the service is great and the price is reasonable 
786,negative,i m tired of getting angry might as well take my package back and ship it again using another e dition i ve been severely let down for god knows how many times
787,positive,this reunion house is highly recommended if you wanna have lunch in bandung it s cozy perfect for rela g and chatting with anyone the menu is also top notch 
788,neutral,for more info about tokopedia s currently available promos you can go to this page 
789,negative,they claimed this watch is water resistant but one swim and it s dead 
790,positive, the hangout spot and cafe are nice to visit 
791,negative,narrow minded but always thinks they re right makes me sick
792,negative,the one taking pics with that man is not bang joni s little bro ew no pics with that gross dude
793,neutral,a disaster just struck a traditional village in bajawa flores a great fire on mondayafternoon devastated almost the entirety of the village a total ofout oftraditional houses went up in flames along with all their stories and history 
794,positive,went here during an office event there is live music the menu is varied perfect if you wanna go together but everyone has different tastes the ramen is delicious 
795,neutral,i came for dinner with my family here because it had more menus aside from the main batagor menu i only ordereddishes that eventually came afterminutes and that despite having already asked about it a couple of times as for the taste of the ones i ve had before they re pretty good word of advice ask about the waiting time for your dish before you order 
796,negative,i have received the package kinda disappointed because i ordered a black one and it came in yellow 
797,negative,i m from bali and by chance i went on a vacation to bandung when we got near the west java governor s office aka gedung sate we were suggested to eat in bancakan since it was near once we entered we were given a plate made from cans that looked unfit for use kinda rusty in the end we ordered the food we liked and hundreds of flies flew all over the place but since we were already there we decided to eat anyway utterly disgusting 
798,negative,we re already sick of soap operas why do you think watching a predicted hoax is any better 
799,negative,i bought a variety of bread it had a lot of options but the taste was nothing special the bread was dry like it was left for days not fresh at all the service was also slow absolutely disappointing 
800,neutral,don t forget to drink at leastglasses of mineral water every day 
801,positive,beautiful place near the hills we can see the city from above
802,neutral,while riding grab the driver told me a story about when he got thrown with a rock on juanda street during eid it turns out that it was his friend s child 
803,negative,a group of foolish students glad i ain t a student there for shame 
804,positive,resto s great and big when i came here for lunch on a sunday it was jam packed with customers the food s all delectable there the fried gourami and the sambal s to die for 
805,positive,i suppose i can bee considered as one of the regulars of kampung daun since its opening inif i m not mistaken the food quality was all right at first but with more people coming in the dishes being served do not feel like they used to and sometimes the servers come off as really uncaring we ordered a variety of dishes but was served cold and distastefully the place is good though 
806,neutral,get adiscount while shopping in giant by using bca credit card
807,negative,bro the road in muara bulian baru has just been fifor a month but is broken again the ones doing it seems lackadaiscal about it 
808,negative,sure being stuck in traffic sucks but not as hard as being stuck in the past 
809,negative,i swear i regret even ordering via this app how could they not issue my e ticket the confirmation process also took forever i ve e rienced a similar problem on the other app but at least they gave the solution for it very quickly i didn t have to call the customer servicetimes
810,neutral,i have sent the direct message please check it promptly 
811,negative,i ve donetransactions on junend i thought every single one was declined but really they were debited to my account for almostmillions out oftransactions onlytransactions were refunded
812,neutral,most of the voters in the governor elections have casted their ballots 
813,negative,i ve been waiting for jne and turns out they would only arrive tomorrow i m this close to e oding
814,negative,spotify is complicated with all this monthly administration and whatnot 
815,negative,why is eating oreo is so darn complicated what with it gotta twisted licked dunked
816,negative,e se me but it s not just my number e riencing that i ve asked everyone who uses it in that area and they all said the same thing still don t wanna admit that your signal is just that bad 
817,neutral,please broaden the broadcast range because there are many regions that are unable to enjoy net s broadcast thank you
818,negative,how could this building be allowed above the river on the street from the hospital towards ciroyom market weird
819,negative,word of mouth got me really curious so i tried going into this resto a shame that it didn t live up to the hype in my opinion the food was mediocre not worth the price tasted like an amateur made it
820,negative,what s with this iphone my goodnes the camera is so dark and ugly unreliable when i m too lazy to bring a camera 
821,positive,if you don t have enough cash to buy comics but still wanna hang out just come here the comic collection is complete the food beverages are just additional facilities really but it s pretty alright the cost is also cheap and student friendly
822,negative,good god man are you trying to provoke the other side don t do that sir it ll just make them even more envious spiteful hateful and then they ll throw tantrums like little kids they re just gonna keep getting mad for no reason and rotting their brains and hearts further 
823,positive,highly recommended for sure the cappucino is addicting the price s dirt cheap and you can pay the valet any amount you can and of course it ll get more fun near the time of maghrib
824,negative,okay boss though the handphone suddenly hangs on its own for a day 
825,positive,this restaurant with natural atmosphere is perfect for moments with loved one or family the food is delicious and the price is affordable
826,negative,ya sure that s sincere genuine a publicity stunt yo 
827,neutral,i participated in the cinta rupiah bank indonesia net media blog competition and have submitted my article indecemberto this day my article is still unpublished please clarify 
828,positive,this cafe offers a traditional menu catering to the young cafe goers on top of the comfortable venue the price is reasonable and affordable
829,negative,trash tv station inconsistent disappointing to persib persiba supporters inhumane lousy and incompetent 
830,positive,the place feels breezy and comfy the satay is also good but there s a lot more in the menu than just satays
831,positive,the scenery is wonderful for photos the breeze is cool food tastes great price is affordable too lovely 
832,positive,my younger sibling really loves primarasa brownies
833,neutral,there are lots of shirts and pants on sale in matahari mall
834,neutral,my minimum internet was suddenly cut off everyone in the house uses simpati and they have the same problem can t connect to the internet
835,positive,kaskus sure gives the latest and interesting information frequently 
836,negative,one thing i really hate is whenever the election is coming up things always start heating up 
837,negative,i kinda regret getting into film major i honestly wanted to get into fine arts major but i don t think i have the talent 
838,negative,the flavour of the spices in the fried rice is not as tasty as before anymore it feels tasteless and saltier there has to be quality control on the flavour department so that the quality is preserved 
839,negative,as per recommendation i tried the special mie goreng but for me it was very mediocre and didn t fit my palate 
840,positive,terjemahan di sheet translation sudah benar namun di sheet ini tidak lengkap
841,negative,don t hand the perp over to the po po just bury em alive 
842,negative,very disappointing i ordered and paid for a ticket it hadn t e red yet when i transferred the payment but to this day they still haven t given me the booking code and then they have the gall to tell me that my ticket has already e red then where the heck did my money go i ve contacted them via email but they ve only responded to it once 
843,negative,wow jne is truly horrible no calls picked up no tweets replied no emails replied no messages replied 
844,negative,pretty disappointed with the service of this so called four star hotel when i stayed in that hotel i received less than savory treatment from the concierges not to mention that the bathroom didn t even have tissues in it even though the price was quite high the service given wasn t up to par 
845,negative,i couldn t use it since last night why are your service like this indosat registered for an e agb forthousand and couldn t do anything with it what an absolute waste of my credits 
846,positive,the place is rather fun the parking spot is arranged neatly weird combination but delicious nonetheless steak accompanied with super spicy tak tak noodles hm 
847,negative,looks like this morning s traffic jam was rough huh we ve been touring on the bus for over an hour but we haven t arrived yet 
848,negative,i m so frustrated i ve been getting calls from mnc tv everyday since february i never even subscibe to them and i ve clarified that dozens of times 
849,negative,bruh you sure are a know it all no need to be on your high horse preaching all that your words are just plain wrong 
850,positive,the meatball with chicken feet is an amazing sensation it s just so tasty alright other than meatballs there are other menus too it s just totally recommended okay 
851,neutral,xiaomi samsung it all depends on what type you want and how much budget you have really just ask the sellers around 
852,negative,the parking lot is too small even cars have to be in a separate parking area across the hotel
853,positive,since this skate park is filled with fun gathering spots i think i won t ever feel bored 
854,neutral,i ve already filed a report to mandiricare co id via email address
855,neutral,i ve got the access code and pin 
856,negative,swear for goodness sake indihome is really terrible now what s the use of paying so much really going crazy with my emotions damn for real 
857,positive,our family made time to try eating in this restaurant which looked like a nest with all the vining brances closing all their windows it was e ic unique very cool and the food was also e llent 
858,negative,i m jealous but can t do anything about it 
859,positive,it s not too pricy the flavour s also delicious lots of other classic banjarese dishes 
860,negative,the box is well sealed even though it s a little bit dented
861,neutral,gocar drivers come from outside jakarta to pick up customers so they can get points 
862,positive,here you can pick your own strawberries and pay for it on the spot when the fruits are big they re a pretty good deal the strawberries taste really sweet too and there also other food served here 
863,positive,the item just came in recently it was alright
864,negative,i m so sick of seeing trash in palangkaraya s city road
865,negative,restaurant s located in kemang e nsive and horrible just don t bother coming there
866,positive,tastes delicious when coupled with the sambal the meat s tender the price fits what s on the plate the location is easy to spot top notch
